id,isfraud
32265349,0.45
32265351,0.5
32265352,0.45
32265359,0.45
32265360,0.0
32265363,0.5
32265375,0.5
32265376,0.0
32265390,0.0
32265403,0.45
32265424,1.0
32265451,0.5
32265469,0.45
32265471,0.45
32265481,0.5
32265486,0.0
32265497,0.5
32265520,0.5681818181818182
32265523,0.0
32265541,0.5681818181818182
32265558,0.0
32265564,0.45
32265574,0.5681818181818182
32265608,0.0
32265620,0.5833333333333334
32265624,0.5
32265637,0.5
32265641,0.0
32265646,0.5
32265651,0.1
32265663,0.5681818181818182
32265694,0.5
32265709,0.0
32265713,0.5146804835924007
32265739,0.5
32265754,0.1
32265759,0.5
32265774,0.45
32265775,0.5681818181818182
32265789,0.5681818181818182
32265813,0.0
32265841,0.45
32265853,0.3157894736842105
32265871,0.5
32265872,0.5
32265885,0.5681818181818182
32265909,0.5681818181818182
32265913,0.0
32265918,0.0
32265943,0.45
32265960,0.0
32265969,0.8947368421052632
32265980,0.5681818181818182
32265988,0.5
32265993,0.5
32266009,0.5146804835924007
32266011,0.5
32266032,0.5
32266043,0.0
32266059,0.46153846153846156
32266089,0.5681818181818182
32266091,0.45
32266092,0.0
32266101,0.1
32266133,1.0
32266147,0.0
32266154,0.0
32266174,0.0
32266179,0.5
32266182,0.0
32266196,0.0
32266210,0.5681818181818182
32266222,0.5681818181818182
32266228,0.5
32266252,0.0
32266267,0.45
32266313,1.0
32266323,0.5681818181818182
32266326,0.5681818181818182
32266336,0.0
32266338,0.45
32266344,0.45
32266364,0.45
32266371,0.0
32266373,0.5681818181818182
32266394,0.45
32266426,0.5
32266427,0.5
32266469,0.5681818181818182
32266496,0.5
32266506,0.1
32266510,0.5
32266532,0.45
32266539,0.0
32266584,1.0
32266593,0.0
32266607,1.0
32266609,0.5
32266654,0.5681818181818182
32266665,0.45
32266669,0.45
32266673,0.0
32266675,0.5
32266681,1.0
32266684,0.45
32266690,0.5
32266698,0.45
32266699,0.5681818181818182
32266705,0.45
32266764,0.5681818181818182
32266774,0.45
32266776,0.5
32266782,0.0
32266800,0.5146804835924007
32266822,0.5681818181818182
32266855,1.0
32266909,0.5
32266935,0.5
32266940,0.45
32266941,0.5
32266955,0.45
32266958,1.0
32266992,0.5681818181818182
32267006,0.625
32267009,0.5146804835924007
32267014,1.0
32267064,0.0
32267068,0.5681818181818182
32267079,0.45
32267095,0.5
32267098,0.0
32267155,0.45
32267156,0.0
32267161,0.5
32267169,0.5
32267171,0.5
32267177,0.0
32267180,0.5681818181818182
32267191,0.5681818181818182
32267192,0.625
32267218,0.0
32267234,0.5681818181818182
32267238,0.5
32267240,0.5
32267253,0.5
32267261,0.0
32267264,0.5
32267282,0.0
32267283,0.0
32267298,0.5681818181818182
32267320,0.45
32267326,0.5681818181818182
32267336,0.0
32267339,0.5
32267344,0.5681818181818182
32267358,0.45
32267362,0.5681818181818182
32267370,0.5681818181818182
32267388,0.45
32267396,0.5681818181818182
32267400,0.0
32267408,0.5
32267419,0.5
32267423,0.5681818181818182
32267440,0.625
32267454,0.5681818181818182
32267458,0.5
32267462,0.5
32267469,0.0
32267496,0.5146804835924007
32267532,0.0
32267543,0.0
32267563,0.5146804835924007
32267584,0.5
32267585,0.5
32267603,0.5146804835924007
32267627,0.0
32267642,0.45
32267646,0.5681818181818182
32267687,0.5681818181818182
32267726,0.46153846153846156
32267754,0.5
32267764,0.25
32267781,0.0
32267785,0.0
32267786,0.0
32267792,0.5681818181818182
32267793,0.5
32267794,0.0
32267799,0.5681818181818182
32267831,0.5681818181818182
32267840,0.5
32267856,0.0
32267863,0.0
32267888,0.0
32267916,0.5
32267941,0.5681818181818182
32267950,0.5681818181818182
32267957,0.45
32267999,0.45
32268004,0.5
32268005,0.5681818181818182
32268010,0.8947368421052632
32268024,0.5
32268027,1.0
32268028,0.45
32268032,0.5146804835924007
32268048,0.5
32268052,0.5
32268058,1.0
32268082,0.5
32268084,0.45
32268089,1.0
32268099,0.45
32268104,0.1
32268109,0.5681818181818182
32268110,0.5
32268126,0.45
32268140,0.5
32268142,0.5
32268163,0.5
32268174,0.5681818181818182
32268180,0.45
32268184,0.5146804835924007
32268202,0.45
32268206,0.45
32268229,0.5146804835924007
32268231,0.5681818181818182
32268242,0.5
32268317,0.0
32268326,0.45
32268346,0.0
32268375,0.45
32268376,0.5658835546475995
32268382,0.0
32268384,0.3157894736842105
32268446,0.5
32268480,0.45
32268496,0.0
32268518,0.5
32268550,0.45
32268551,0.5
32268585,0.5681818181818182
32268587,0.1
32268640,0.5
32268642,0.5
32268654,0.45
32268672,0.5
32268677,0.813953488372093
32268708,0.0
32268714,0.5681818181818182
32268720,0.5
32268737,0.5
32268750,0.0
32268780,0.5681818181818182
32268798,0.5681818181818182
32268821,0.5
32268832,0.0
32268854,0.0
32268855,1.0
32268873,0.5
32268877,0.5681818181818182
32268899,0.0
32268916,0.46153846153846156
32268920,0.5
32268930,0.0
32268937,0.5
32268941,1.0
32268948,0.3157894736842105
32268955,0.5681818181818182
32268957,0.0
32268965,0.45
32268974,0.5
32268980,0.5681818181818182
32268988,0.45
32269008,0.0
32269054,0.5
32269070,0.5681818181818182
32269100,0.5681818181818182
32269115,0.5681818181818182
32269121,0.45
32269124,1.0
32269145,0.45
32269150,0.2857142857142857
32269186,1.0
32269190,0.0
32269193,0.0
32269203,0.45
32269205,0.5681818181818182
32269208,0.5
32269215,0.5
32269221,0.1
32269234,0.45
32269246,0.0
32269250,0.5681818181818182
32269259,0.0
32269264,0.45
32269286,0.3157894736842105
32269290,0.1
32269291,0.0
32269309,0.0
32269340,0.5
32269343,0.45
32269383,0.45
32269394,0.0
32269411,0.45
32269429,0.45
32269443,0.5681818181818182
32269452,0.2
32269459,1.0
32269463,0.5681818181818182
32269468,0.0
32269470,0.5681818181818182
32269480,0.5681818181818182
32269505,0.625
32269509,0.0
32269522,0.5681818181818182
32269567,0.45
32269606,0.5
32269607,0.0
32269625,0.5146804835924007
32269649,0.5
32269655,0.5681818181818182
32269692,0.0
32269695,0.0
32269709,0.45
32269710,0.0
32269723,0.0
32269733,0.45
32269740,0.5681818181818182
32269759,0.0
32269765,0.0
32269767,0.45
32269778,1.0
32269801,0.5
32269824,0.0
32269827,0.45
32269828,0.45
32269837,0.45
32269841,0.5
32269868,0.2857142857142857
32269874,0.5
32269875,0.45
32269913,0.0
32269920,0.5681818181818182
32269943,0.5681818181818182
32269947,0.5681818181818182
32269951,0.45
32269959,0.0
32269965,0.5
32269980,0.5
32269984,0.3333333333333333
32270002,0.5658835546475995
32270032,1.0
32270046,0.0
32270048,0.0
32270076,1.0
32270085,0.5
32270093,0.5
32270106,0.5681818181818182
32270130,0.5
32270132,0.0
32270152,0.0
32270160,0.0
32270168,0.5681818181818182
32270171,0.0
32270174,0.5681818181818182
32270196,0.5
32270215,0.0
32270231,0.5
32270249,0.5
32270302,0.45
32270317,0.0
32270321,0.5681818181818182
32270322,1.0
32270337,0.5
32270358,0.5833333333333334
32270376,0.45
32270393,0.1
32270417,0.5
32270438,0.0
32270443,0.5
32270459,0.45
32270470,0.5681818181818182
32270489,0.0
32270499,1.0
32270529,0.2857142857142857
32270568,0.5
32270574,0.5681818181818182
32270637,0.5
32270642,0.45
32270644,0.0
32270650,0.5
32270677,0.5
32270683,0.5
32270704,0.0
32270715,0.5
32270722,0.0
32270749,0.5658835546475995
32270751,0.5681818181818182
32270756,0.0
32270792,0.5
32270855,0.5
32270859,0.5
32270864,1.0
32270879,0.0
32270893,0.5681818181818182
32270930,0.0
32270942,0.5
32270959,0.5681818181818182
32270978,0.5
32270998,0.0
32271016,0.5
32271020,1.0
32271098,0.5
32271104,0.0
32271106,1.0
32271109,0.5
32271166,0.813953488372093
32271181,0.0
32271191,0.625
32271209,0.0
32271211,0.5
32271221,0.5681818181818182
32271259,0.5681818181818182
32271282,0.0
32271303,0.3157894736842105
32271304,0.5146804835924007
32271325,1.0
32271328,0.5681818181818182
32271334,0.5681818181818182
32271345,0.45
32271359,0.8043478260869565
32271362,0.5
32271396,0.5
32271406,0.0
32271447,0.5
32271451,0.5681818181818182
32271461,0.45
32271480,0.5681818181818182
32271492,0.45
32271500,0.5
32271519,0.7391304347826086
32271544,0.1
32271551,0.5
32271559,0.45
32271594,0.5
32271597,0.0
32271603,0.5681818181818182
32271631,0.5
32271639,1.0
32271644,0.1
32271652,0.0
32271656,0.0
32271675,0.5146804835924007
32271677,0.5833333333333334
32271682,0.5
32271686,0.5146804835924007
32271689,0.5
32271709,0.5
32271715,0.45
32271733,0.6
32271752,0.0
32271762,0.0
32271771,0.45
32271772,0.45
32271799,0.45
32271804,0.45
32271812,0.0
32271819,0.0
32271821,0.5681818181818182
32271826,1.0
32271880,1.0
32271883,0.5658835546475995
32271884,0.5
32271926,0.5681818181818182
32271933,0.5
32271938,0.0
32271969,0.45
32271993,0.0
32272015,0.3157894736842105
32272017,0.5
32272049,0.5
32272052,0.0
32272056,0.5
32272058,0.5
32272059,1.0
32272068,0.5681818181818182
32272079,0.45
32272113,0.5681818181818182
32272137,0.5146804835924007
32272145,0.5
32272147,0.0
32272173,0.45
32272185,0.813953488372093
32272202,0.5146804835924007
32272229,0.46153846153846156
32272242,0.5
32272251,0.0
32272268,0.5681818181818182
32272279,0.45
32272301,0.5681818181818182
32272308,0.45
32272339,0.45
32272393,0.5
32272399,0.5
32272419,0.0
32272431,0.5681818181818182
32272457,0.5
32272458,0.0
32272461,0.45
32272480,0.0
32272483,0.5
32272487,1.0
32272496,0.0
32272523,0.5681818181818182
32272528,0.5
32272531,0.5
32272543,0.5
32272551,0.5
32272575,0.45
32272579,0.5
32272590,0.0
32272594,0.0
32272595,0.5
32272611,1.0
32272625,0.1
32272646,0.5681818181818182
32272653,0.8947368421052632
32272666,0.5681818181818182
32272669,0.5681818181818182
32272702,0.5146804835924007
32272717,0.0
32272729,0.5
32272734,0.45
32272751,0.0
32272763,0.5681818181818182
32272785,0.5681818181818182
32272793,0.5
32272807,0.1
32272828,0.3333333333333333
32272830,0.0
32272864,0.45
32272877,0.5
32272892,0.5681818181818182
32272919,0.45
32272936,0.5
32272945,0.45
32272947,0.0
32272948,0.0
32272964,0.5681818181818182
32272981,0.5
32273006,0.45
32273008,0.0
32273034,0.5681818181818182
32273040,0.5681818181818182
32273043,0.5681818181818182
32273059,0.5681818181818182
32273066,0.0
32273080,0.0
32273087,0.45
32273102,0.5
32273114,0.5
32273121,0.45
32273167,0.5681818181818182
32273191,1.0
32273195,0.5
32273212,0.5146804835924007
32273215,1.0
32273218,0.5
32273230,0.5681818181818182
32273244,0.5681818181818182
32273253,0.5681818181818182
32273264,0.0
32273267,0.5681818181818182
32273288,0.5681818181818182
32273300,0.45
32273303,0.5146804835924007
32273308,0.5681818181818182
32273309,0.5
32273352,0.3157894736842105
32273378,0.5146804835924007
32273384,0.0
32273386,0.0
32273398,0.45
32273413,0.5
32273429,0.5146804835924007
32273431,0.5681818181818182
32273446,0.0
32273461,0.5
32273466,0.45
32273468,0.45
32273469,0.0
32273470,0.0
32273477,0.45
32273483,0.5681818181818182
32273494,0.45
32273498,0.813953488372093
32273507,0.45
32273514,0.0
32273520,0.5
32273538,0.5
32273552,0.2857142857142857
32273561,0.0
32273563,0.2857142857142857
32273617,0.5
32273624,0.5
32273634,0.5
32273663,0.0
32273667,0.5
32273696,0.5
32273720,0.45
32273729,0.0
32273737,0.5
32273743,0.5
32273757,0.0
32273784,0.0
32273820,1.0
32273829,0.5146804835924007
32273831,0.45
32273836,0.0
32273855,0.45
32273903,0.5
32273909,0.0
32273949,0.813953488372093
32273962,0.3157894736842105
32273978,0.45
32274022,0.45
32274101,0.45
32274114,1.0
32274194,0.5
32274201,0.5
32274230,0.5681818181818182
32274239,0.0
32274264,0.5681818181818182
32274265,0.5681818181818182
32274334,0.1
32274342,0.46153846153846156
32274351,0.0
32274363,0.6
32274367,0.0
32274375,0.5
32274378,0.5
32274404,0.6
32274406,0.45
32274423,0.5833333333333334
32274477,0.5
32274504,0.5
32274507,0.5681818181818182
32274523,0.0
32274531,0.1
32274533,0.5146804835924007
32274538,0.0
32274545,0.3157894736842105
32274556,0.5
32274564,0.5146804835924007
32274576,0.0
32274580,0.0
32274598,0.5681818181818182
32274605,0.5681818181818182
32274616,0.45
32274635,0.5
32274651,0.5833333333333334
32274654,0.45
32274672,0.5681818181818182
32274673,0.5681818181818182
32274693,1.0
32274727,0.5146804835924007
32274735,0.5
32274736,1.0
32274799,0.5681818181818182
32274801,0.5
32274816,0.1
32274842,0.45
32274845,0.45
32274858,1.0
32274867,0.5681818181818182
32274874,0.5681818181818182
32274891,0.5
32274916,0.625
32274925,0.0
32274933,0.5
32274936,0.5681818181818182
32274938,0.5
32274968,0.5
32274999,0.5
32275003,0.5681818181818182
32275022,0.1
32275025,0.45
32275052,0.5146804835924007
32275059,0.5
32275075,0.5
32275110,0.45
32275122,0.45
32275124,0.45
32275196,0.5681818181818182
32275215,0.5
32275227,0.0
32275246,0.5681818181818182
32275249,0.45
32275286,1.0
32275293,1.0
32275315,0.5
32275321,0.5
32275332,0.0
32275336,0.1
32275347,0.0
32275352,0.5658835546475995
32275392,0.3157894736842105
32275394,0.45
32275427,0.5
32275477,0.5681818181818182
32275494,0.0
32275505,0.45
32275543,0.0
32275564,1.0
32275577,0.0
32275588,0.45
32275610,0.5
32275611,0.5146804835924007
32275661,0.5
32275676,1.0
32275681,0.5
32275705,0.5
32275709,0.5
32275723,0.45
32275725,0.45
32275741,1.0
32275742,0.5833333333333334
32275744,0.5
32275750,0.0
32275751,0.0
32275756,0.5
32275757,0.0
32275775,0.625
32275778,0.0
32275784,0.5681818181818182
32275787,0.5681818181818182
32275794,1.0
32275814,0.0
32275818,0.0
32275867,1.0
32275875,0.45
32275876,0.5
32275897,0.5
32275912,0.5
32275919,0.6
32275921,0.45
32275935,0.0
32275942,0.0
32275953,0.5
32275960,0.5
32275966,1.0
32275981,0.3157894736842105
32276006,0.5
32276031,0.5
32276032,1.0
32276048,0.0
32276049,0.5
32276052,0.0
32276053,0.5681818181818182
32276081,0.0
32276122,0.3157894736842105
32276149,0.45
32276154,0.3157894736842105
32276159,0.45
32276162,0.45
32276169,0.45
32276179,0.0
32276189,0.45
32276220,0.5
32276230,0.5
32276273,0.0
32276277,0.5
32276289,0.5
32276302,0.5
32276308,0.5
32276320,0.8043478260869565
32276321,0.5681818181818182
32276337,0.45
32276375,0.5
32276392,0.3333333333333333
32276396,0.5
32276411,0.5681818181818182
32276417,0.0
32276423,0.0
32276454,0.45
32276461,0.5
32276503,0.5681818181818182
32276512,0.0
32276519,0.0
32276527,0.5681818181818182
32276532,0.45
32276535,0.8947368421052632
32276569,0.5
32276571,0.46153846153846156
32276584,0.5681818181818182
32276591,0.5
32276605,0.46153846153846156
32276618,0.45
32276640,0.0
32276660,0.0
32276681,0.0
32276698,0.45
32276707,0.0
32276711,0.8043478260869565
32276726,1.0
32276741,0.5146804835924007
32276749,1.0
32276763,0.45
32276764,0.0
32276784,0.1
32276809,0.0
32276818,0.0
32276827,0.45
32276842,0.5833333333333334
32276877,0.5
32276903,0.5
32276907,0.45
32276915,0.5146804835924007
32276922,0.0
32276927,0.0
32276931,0.5658835546475995
32276953,1.0
32276980,0.813953488372093
32276982,0.5
32276992,1.0
32277028,0.5
32277031,0.0
32277045,0.5681818181818182
32277057,0.0
32277062,0.5681818181818182
32277068,0.45
32277075,0.45
32277083,0.5
32277102,0.5833333333333334
32277103,0.5
32277112,0.5681818181818182
32277137,0.0
32277194,1.0
32277210,0.0
32277223,1.0
32277233,0.5
32277238,0.5681818181818182
32277239,0.5
32277251,0.5681818181818182
32277252,0.5681818181818182
32277265,0.0
32277266,0.3157894736842105
32277270,0.5
32277285,0.5
32277286,0.45
32277289,0.5681818181818182
32277293,0.0
32277302,0.5
32277313,0.45
32277315,0.5681818181818182
32277324,0.5
32277340,0.5
32277359,0.1
32277367,0.5681818181818182
32277370,0.0
32277380,0.1
32277382,0.45
32277389,0.813953488372093
32277395,0.0
32277413,0.0
32277417,0.5681818181818182
32277429,0.45
32277434,0.5
32277437,0.45
32277446,0.0
32277448,0.0
32277460,0.45
32277464,0.5681818181818182
32277504,0.5681818181818182
32277548,0.5681818181818182
32277553,0.625
32277557,0.5
32277560,0.0
32277566,0.5
32277578,0.5
32277581,0.3157894736842105
32277585,0.0
32277617,0.5681818181818182
32277623,0.0
32277638,0.3157894736842105
32277656,0.1
32277666,1.0
32277682,0.45
32277683,0.0
32277696,0.0
32277710,0.5681818181818182
32277733,0.45
32277753,0.5658835546475995
32277756,0.0
32277762,0.45
32277770,0.5681818181818182
32277815,0.0
32277823,0.45
32277828,0.5
32277840,1.0
32277852,0.45
32277859,0.5833333333333334
32277870,1.0
32277871,0.5
32277879,0.0
32277895,0.5555555555555556
32277902,0.0
32277905,0.5681818181818182
32277907,0.0
32277910,0.5
32277933,0.45
32277949,0.0
32277982,0.5
32277997,0.5
32278001,0.5
32278007,1.0
32278015,0.0
32278018,0.5681818181818182
32278027,1.0
32278042,0.5
32278051,0.5
32278065,0.45
32278070,0.45
32278099,0.5
32278100,0.0
32278101,1.0
32278113,0.5555555555555556
32278114,0.0
32278139,0.5681818181818182
32278153,0.4166666666666667
32278165,0.45
32278170,0.0
32278178,0.5
32278188,0.25
32278202,0.5
32278210,0.625
32278220,0.1
32278234,1.0
32278272,0.0
32278304,0.5
32278356,0.5
32278373,1.0
32278412,0.5681818181818182
32278434,0.5
32278436,0.45
32278437,1.0
32278479,0.5
32278480,0.0
32278486,1.0
32278541,0.0
32278550,0.5681818181818182
32278578,1.0
32278590,0.5
32278593,0.0
32278599,0.0
32278604,1.0
32278605,0.5
32278620,0.5
32278631,1.0
32278640,0.5681818181818182
32278646,0.5
32278657,0.45
32278668,0.45
32278684,0.5
32278715,0.45
32278794,0.1
32278810,0.45
32278819,0.1
32278821,0.3157894736842105
32278824,0.45
32278841,0.8043478260869565
32278847,0.5833333333333334
32278848,0.5681818181818182
32278884,0.5681818181818182
32278894,0.45
32278895,0.5
32278938,0.45
32278947,1.0
32278949,0.5
32278995,0.5681818181818182
32278996,0.5681818181818182
32279004,0.5
32279006,1.0
32279014,0.5
32279017,0.5
32279030,0.5833333333333334
32279039,0.0
32279041,0.0
32279073,0.5681818181818182
32279095,0.3157894736842105
32279125,0.5
32279158,0.45
32279167,0.5658835546475995
32279168,0.5
32279186,0.5
32279195,0.45
32279198,0.5146804835924007
32279203,0.0
32279216,0.625
32279234,0.5
32279236,0.5681818181818182
32279240,0.5681818181818182
32279261,0.5555555555555556
32279301,0.5146804835924007
32279302,0.5
32279303,0.45
32279306,1.0
32279310,0.5
32279331,0.45
32279336,0.5146804835924007
32279348,0.0
32279391,0.5681818181818182
32279394,0.45
32279395,0.5
32279453,0.5
32279469,0.5
32279470,0.5146804835924007
32279484,0.0
32279486,0.5681818181818182
32279491,0.0
32279497,0.0
32279550,0.5681818181818182
32279597,0.5
32279601,0.45
32279608,0.5
32279615,0.45
32279635,0.5
32279636,0.5
32279645,0.5681818181818182
32279663,0.5
32279692,0.5
32279719,0.45
32279739,0.45
32279774,0.5
32279783,0.45
32279801,0.0
32279808,1.0
32279814,1.0
32279817,0.5
32279828,0.45
32279842,1.0
32279844,0.5
32279873,0.45
32279875,0.45
32279878,0.0
32279881,0.0
32279925,0.5
32279963,0.5681818181818182
32279975,1.0
32279983,0.8043478260869565
32279985,0.5833333333333334
32279990,0.625
32280078,0.0
32280085,0.45
32280090,0.5
32280099,1.0
32280121,0.45
32280127,0.5146804835924007
32280132,0.5681818181818182
32280138,0.5833333333333334
32280143,0.0
32280144,0.0
32280146,0.45
32280154,1.0
32280169,0.45
32280220,0.0
32280248,0.5
32280259,0.0
32280269,0.5
32280272,0.5
32280279,0.5681818181818182
32280283,0.45
32280300,0.0
32280304,0.5681818181818182
32280322,0.5681818181818182
32280327,0.45
32280343,0.5
32280346,0.5
32280348,0.45
32280401,0.5
32280403,0.45
32280432,0.5681818181818182
32280444,0.5
32280457,0.0
32280485,0.5146804835924007
32280493,0.0
32280512,0.5681818181818182
32280526,0.5146804835924007
32280556,0.5
32280596,0.5681818181818182
32280623,1.0
32280626,0.5681818181818182
32280636,0.5
32280648,1.0
32280672,0.5
32280732,0.5
32280739,0.5
32280768,0.5681818181818182
32280780,0.5
32280802,0.0
32280809,0.0
32280819,0.5
32280820,0.813953488372093
32280830,0.5
32280865,0.45
32280893,0.45
32280897,0.5833333333333334
32280914,1.0
32280918,0.5681818181818182
32280934,0.45
32280938,0.5
32280942,0.0
32280973,0.0
32280975,0.5681818181818182
32280976,0.5681818181818182
32280993,1.0
32281007,0.0
32281014,0.0
32281031,0.5833333333333334
32281048,0.5681818181818182
32281064,0.2
32281067,0.5681818181818182
32281108,0.5681818181818182
32281159,0.5
32281161,0.5
32281168,0.5
32281176,0.5
32281182,0.45
32281189,0.5
32281197,0.0
32281239,0.0
32281240,0.5
32281263,0.45
32281270,0.5681818181818182
32281295,0.5681818181818182
32281309,0.0
32281310,0.3157894736842105
32281318,0.45
32281320,0.5
32281359,1.0
32281370,0.5
32281379,0.0
32281387,0.0
32281420,0.5
32281421,0.1
32281424,0.5
32281444,0.5681818181818182
32281464,0.5
32281474,0.0
32281491,0.45
32281496,0.5
32281509,0.5146804835924007
32281515,0.5681818181818182
32281565,0.625
32281579,0.5
32281586,0.3157894736842105
32281587,0.5681818181818182
32281589,0.45
32281594,0.3888888888888889
32281596,0.5146804835924007
32281621,1.0
32281656,0.5
32281674,0.5681818181818182
32281677,1.0
32281684,0.0
32281713,0.5681818181818182
32281721,0.0
32281731,0.0
32281741,0.0
32281827,0.5
32281833,0.5658835546475995
32281837,0.5681818181818182
32281874,0.5681818181818182
32281880,0.45
32281884,0.0
32281889,0.0
32281890,1.0
32281908,0.5681818181818182
32281926,0.0
32281945,0.625
32281959,0.5
32281980,0.5681818181818182
32281996,0.0
32282014,0.0
32282049,0.5681818181818182
32282058,0.5
32282059,0.5681818181818182
32282075,0.5681818181818182
32282101,0.5
32282103,0.5
32282112,0.5681818181818182
32282140,0.0
32282143,0.5681818181818182
32282146,1.0
32282159,0.45
32282179,0.5681818181818182
32282181,1.0
32282196,0.0
32282207,1.0
32282219,0.5
32282225,0.0
32282242,0.45
32282274,0.5
32282275,0.5681818181818182
32282294,0.45
32282301,0.5681818181818182
32282306,0.5833333333333334
32282313,0.5146804835924007
32282323,0.5
32282336,0.0
32282347,0.0
32282351,0.5681818181818182
32282357,0.5681818181818182
32282371,1.0
32282380,0.5681818181818182
32282405,0.5
32282431,0.0
32282443,0.5681818181818182
32282456,0.3157894736842105
32282472,1.0
32282475,0.45
32282476,0.5681818181818182
32282478,0.5
32282479,0.5681818181818182
32282491,0.0
32282500,0.45
32282517,0.5
32282519,0.0
32282520,0.5681818181818182
32282527,0.45
32282544,1.0
32282557,0.45
32282574,0.5
32282581,0.45
32282592,0.45
32282634,0.5
32282639,0.5146804835924007
32282660,0.5681818181818182
32282662,0.5
32282665,1.0
32282670,0.0
32282671,0.5681818181818182
32282694,1.0
32282709,0.5
32282717,0.3157894736842105
32282728,0.5681818181818182
32282730,0.5681818181818182
32282767,0.1
32282769,0.5681818181818182
32282777,0.5
32282793,0.0
32282812,0.45
32282833,0.4166666666666667
32282846,0.0
32282885,0.0
32282890,0.3157894736842105
32282905,0.45
32282954,0.45
32282996,0.5681818181818182
32283018,0.0
32283028,0.5
32283060,0.45
32283068,0.5681818181818182
32283074,0.5
32283077,0.5
32283120,0.5681818181818182
32283128,0.5
32283130,0.45
32283146,0.0
32283162,0.0
32283173,0.5681818181818182
32283175,0.6
32283177,0.5833333333333334
32283191,0.5
32283204,0.45
32283206,0.5
32283208,0.3888888888888889
32283209,0.5
32283238,0.0
32283244,0.0
32283253,0.5833333333333334
32283274,0.5
32283279,0.5
32283288,0.5681818181818182
32283295,1.0
32283301,0.0
32283331,0.0
32283396,0.0
32283398,0.0
32283408,0.5
32283414,0.5
32283447,0.5681818181818182
32283512,0.5
32283537,0.1
32283573,0.5681818181818182
32283608,0.5
32283609,0.5681818181818182
32283635,0.45
32283654,0.5
32283664,0.0
32283690,0.0
32283695,0.5681818181818182
32283706,0.45
32283709,0.5681818181818182
32283718,0.5681818181818182
32283722,0.5681818181818182
32283725,0.3888888888888889
32283732,0.5833333333333334
32283743,0.5
32283751,0.0
32283763,0.5
32283765,0.45
32283772,0.45
32283776,0.3157894736842105
32283789,0.0
32283802,0.5
32283808,0.5681818181818182
32283812,0.0
32283840,0.5
32283846,0.0
32283862,0.5681818181818182
32283886,0.45
32283892,0.0
32283899,0.5146804835924007
32283928,0.5
32283931,1.0
32283948,0.0
32283976,0.5681818181818182
32283991,0.45
32284013,0.45
32284054,0.45
32284066,0.5
32284083,0.5
32284091,0.5
32284111,0.5833333333333334
32284119,0.0
32284129,0.0
32284150,0.5
32284151,1.0
32284163,0.5
32284165,0.5681818181818182
32284183,0.5146804835924007
32284202,0.5
32284213,0.45
32284263,0.1
32284284,0.5681818181818182
32284291,0.5658835546475995
32284294,0.0
32284317,0.45
32284342,0.0
32284368,0.0
32284378,0.45
32284380,0.0
32284381,0.5
32284407,0.5833333333333334
32284417,0.0
32284425,0.0
32284456,0.5
32284486,0.0
32284532,0.5681818181818182
32284554,0.5
32284590,0.0
32284592,0.5833333333333334
32284595,1.0
32284605,0.5
32284609,0.0
32284615,0.5
32284621,0.5
32284636,0.5681818181818182
32284647,0.5
32284658,0.5
32284671,0.5
32284677,0.5681818181818182
32284694,0.5
32284707,0.5681818181818182
32284714,0.1
